Tanggal,Komentator,Komentar,jumlahlike
2020-03-04T01:26:38Z,@pialadunia_net3520,Yukk yang mauu info penghasilan sampingan tambahan nya chat aku langsung yaa disini hehehe^^<br>WA : +6281363191417<br>Silahkan bos ku ^^,0
2020-03-04T01:23:52Z,@hadipajawan6535,Mudah mudahan Indonesia bukan habitatnya Corona!,0
2020-03-04T01:23:42Z,@tiktokmania7607,Asik masuk Indonesia Korona.viralkan biar coronanya diundang hitam putih,0
2020-03-04T00:58:40Z,@toffanfoundation,Itu rumah sakit swasta nya dan dokter yg menangani nya yg menyatakan bronkhitis mohon ditinjau kembali,0
2020-03-04T00:55:40Z,@pesgoaltv2023,"Fakta 1<br><br>Spesialis kedokteran jiwa ini membenarkan bahwa virus corona menular lewat cairan tubuh dan bersin penderita. Pemakaian masker untuk pencegahan terpapar sudah benar, begitu juga dengan penggunaan hand sanitizer dan lebih rajin mencuci tangan untuk menjaga kebersihan tubuh. Teruskan kebiasaan ini.<br><br>Fakta 2<br><br>Bahwa virus corona tidak tahan sinar matahari, itu benar adanya. Tapi, tidak hanya virus corona. Hampir semua virus dan bakteri tidak kuat sinar UV dari matahari dan suhu di atas 50 derajat celsius. Jadi, tak ada salahnya untuk lebih sering berjemur di bawah sinar matahari pagi. Dan, syukurilah karena kita tinggal di Indonesia yang selalu disinari matahari, kecuali di musim hujan. Bulan Maret ini diprediksi akan menjadi akhir musim hujan, dan matahari akan kembali rajin menyapa Indonesia.<br><br>Jika Anda tidak menggunakan pelindung, seperti masker, lebih baik hindari dulu keramaian dan khususnya di ruangan tertutup. Memutus mata rantai penyebaran virus dengan pelindung, mengurangi aktivitas dan interaksi di ruang publik, sementara ini adalah cara paling baik untuk menghindari paparan virus corona.<br><br>Fakta 3<br><br>Virus sulit menginfeksi orang dengan daya tahan tubuh baik. Jadi, rajin-rajinlah olahraga, konsumsi makanan sehat, vitamin, protein, dll. Tambahkan konsumsi suplemen murah meriah penolak virus, seperti sari kunyit, temulawak, jahe, jinten, sirih, VCO, dll. Kita bersyukur makanan Indonesia kaya dengan rempah-rempah obat dan senyawa-senyawa penolak virus ini, dan ini mudah didapat atau bisa ditanam sendiri.<br><br>Fakta 4<br><br>Jangan lupa selalu berdoa. Pandemi (wabah dunia) virus Flu Spanyol pernah terjadi di dunia 100 tahun lalu, menginfeksi 500 juta orang dan menewaskan 40 juta orang di seluruh dunia. Tingkat kematian dan penularan begitu tinggi pada masa itu karena sulitnya informasi dan tidak ada cara penanganan yang tepat. Fasilitas kesehatan, obat-obatan dan teknologi juga belum semaju sekarang.<br><br>Saat ini, komunikasi dan informasi sudah terbuka dan kita bisa dengan cepat mengantisipasi, memutus mata rantai penularan, dan bisa secara mandiri atau berkelompok bertindak untuk mencegah bahkan mengobatinya. Ada harapan besar kita pada obat-obat herbal Indonesia seperti di atas.<br><br>Fakta 5<br><br>Virus corona covid-19 sama seperti penyakit lain, mematikan pada pasien-pasien yang kondisinya lemah. Dari statistik, level kematian diamati tinggi pada usia lanjut dan orang dengan riwayat penyakit berat, misal jantung coroner, hipertensi, dan diabetes akut. Tingkat kematian oleh virus corona juga masih di bawah penyakit lain, maksimal 3,5 sampai 4 persen. Dari sekitar 80.000 orang terinfeksi di China, kematian adalah 2800 jiwa, jauh lebih rendah dari SARS, ebola, flu burung, bahkan virus dengue atau demam berdarah.",0
2020-03-04T00:55:12Z,@lampucoklat,"depkes akui saja tidak bisa mendeteksi, kasus corona depok ini baru tahu setelah ada telp dari malaysia,bayangkan kalau tidak ada mengabari,",3
2020-03-04T00:50:44Z,@riderrcv_channel2590,"Pesta dansa?,di pesta itu kan banyak orang,ga mungkin cuma 2 orang<br>Pasti banyak itu yg terinfeksi",0
2020-03-04T00:22:50Z,@DiraziFour,"Bkannya gue gak suka, cuma kesel dan geram aja. Sama org yg masih menyamgkal indonesia aman. Sekarang baru tau rasakan. Makan tu omongan junjunganmu yg lu idolakan.",0
2020-03-04T00:22:48Z,@muhanasazriawan5001,<b>&quot;Dikit lagi bulan ramadan kalian pilih iklan mana?</b><br> <br><b>&quot;Iklan marjan=like?</b> <br><b>&quot;Iklan sarung wadimor=coment?</b>,1
2020-03-04T04:28:16Z,@Momo-cb2jj,Gw plih iklan white coffe bro,0
2020-03-06T16:06:18Z,@nita9802,Iklan biskuit janda anak dua,0
2020-03-04T00:19:46Z,@itongitung1188,Media yg menyulitkan untuk menjelaskan!,0
2020-03-04T00:18:50Z,@agussarbini8980,"Ngapain kalian panik kata menteri kesehatan ini virus g lebih berbahaya dari flu, g usah beli masker klu Klian g sakit. Santuy ja. Wait 1 bln kedepan 🤭🤭. Pengen lihat klau jadi bener&quot; menyebar gmn tanggapan bapak serba benar kita 🤣.",0
2020-03-04T00:18:13Z,@abigaruda2985,Tempat ane masker udah mahal,0
2020-03-04T00:17:26Z,@fhanyaaja2303,Turunkan harga masker!!! 🙏,25
2020-04-12T12:08:11Z,@ninjahitam1662,Setubuh gan 👍,0
2020-09-03T05:16:30Z,@Farrel_Ryo_Usmany,Sudah turun sekarang wkwkwkkwkw,0
2020-03-04T00:16:13Z,@Andokai,Nularin di indo ! Waduh,1
2020-03-04T00:15:03Z,@nurhayatinur2556,"Aduh, pekanbaru skrg lg viral, krn ada 1 suspect yg diduha corona di rsud arifin ahmad. Semoga suspect bukan corona pls.",1
2020-03-04T00:13:57Z,@zahara7578,Warga negara +62 cmn bisa protes tampa menganalisa kronologinya,0
2020-03-04T00:12:55Z,@dedesaputra9558,Wahhh alamat nie bubar virus<br>Dokter nya pekok<br>Welcome to resident evil,0
2020-03-04T00:09:46Z,@Iyamdewi,"Di indo ribut corona, di malaysia tenang saja padahal banyak kasus corona di malay",1
2020-03-04T00:02:37Z,@audreyaaudreya4994,gara2 2 orang depok itu ..kita jd kena imbas   .sipit bawa masalah,0
2020-03-03T23:51:35Z,@Corazon_3112,Pertanyaan sesungguhnya nya adalah pada tanggal 14 Febuari dia melakukan dengan kontak langsung kepada siapa saja ??? Dan mereka yg menghadiri pesta dansa tersebut apa sudah memeriksa diri sendiri ???,0
2020-03-03T23:46:59Z,@whitenakamura,Maaf ini hoax kok diberitakan?. Pasieon wni 01 melakukan kontak tapi di diagnosa bronchitis bukan korona. Source: @narasitv,0
2020-03-03T23:41:58Z,@capsuleman,"Negara yang sungguh memalukan, WHO tidak asal ngomong, terbukti Indonesia memang belum bisa melakukan deteksi terhadap virus ini dengan baik.",0
2020-03-03T23:28:09Z,@jopaijojo,Yang kemaren 136 kemana,0
2020-03-03T23:24:57Z,@yumecintaameterasu8876,"Dancok gara gra manusia jepang yg dtng ke malysia tyus dtng ke Indonesia dialah membawa petaka,,,   semoga cpt mati itu manusia yg sngja menyebarkn virus ke Indonesia,,,,  mknya orng indo jngn biarkn orng asking dtng ke ngraku",0
2020-03-03T23:54:34Z,@audreyaaudreya4994,dri dlu indo d jajah mulu sm jpang,1
2020-03-03T23:23:59Z,@ekafafasuryandari3236,"Berarti intinya tenaga rumah sakit kita belum mampu utk mengecek virus corona, dan yg menemukan sebenarnya malaysia, pasien di tlp oleh temannya yg org jepang itu.barulah mereka di check corona.<br><br>Klo melihat kasus dari cerita ini. Kemungkinan corona di indonsia ini sdh banyak.. Tp tidak dapat di lakukan pengecheckan. Semoga kita semua baik2 saja di indi.<br><br>Pemerintah harus cepat tanggap melihat kasus ini sbg contoh.<br><br>Klo saja warga jepang itu tdk mnelpon. Mgkn kita tdk akan tahu ada corona di indonesia.",0
2020-03-03T23:08:27Z,@retnopamungkas6137,🙏🙏🙏🙏🙏😞,0
2020-03-03T23:03:36Z,@ela4455,Parno gw ampe panas badan gw,0
2020-03-03T23:02:30Z,@johannesgabriel8033,"Apakah dulu sudah prnh ada virus Corona,dan siapa yg ngasih nama virus Corona ini",0
2020-03-03T22:53:31Z,@riamariana1278,Kira2 orng jpng itu hanya berinteraksi dg dua orang itu tidak ya...kn soalnya saat itu sedang pesta dan byk orng saat itu....<br>Dan trus yg terkena virus jgk apa jg TDK berinteraksi orng lain,0
2020-03-03T22:35:19Z,@waznarosyidatulahsanti6387,"Jadi bronkhitis sendiri artinya adalah radang yg ada di bronchus yaitu saluran yg mengarah ke paru paru.... bronkhitis sndri ada macem2 misalnya bronkhitis bakteri, bronkhitis virus, dkk. Utk menegakkan diagnosis utama apakah krn virus, bakteri, jamur dkk, mmg harus dgn pemeriksaan penunjang pakai spesimen pasien. Jd diagnosis bronkhitis jg blm tntu salah. Krn corona disini dia nyerangnya (mungkin) masih di bronchusnya. Jd nnti diagnosisnya tertulis : bronkhitis krn corona. Nnti klo trnyta sampe paru ya pneumonia krn corona bgtuuuu.... untuk tmn2 indonesia, tolong jgn suka suudzon dlu dgn tenaga medis ya... menyadari disini alat utk pemeriksaan penunjang corona jg terbatas... yang kita perlukan skrg adalah saling mensupport... krn hubungan baik dokter-pasien sangat menentukan kualitas pengobatan :)",0
2020-03-03T22:22:22Z,@febriyuliadi6865,Perlahan tapi pasti..umat manusia akan punah...kiamat...,0
2020-03-03T22:16:18Z,@henrynahak169,Pemerintah indo terlalu santai. Ini akibatnya. Semoga wabah ini cepat mendapat obat penawar yg ampuh. GBU,0
2020-03-03T21:19:21Z,@shakeilalmauza710,Gak perlu panik bang dah banyak yg sebuh dari virus corona. Yang sembuh dari virus corona lebih banyak daripada yang meninggal akibat virusnya.,0
2020-03-03T21:16:52Z,@dolfino_jr9649,"Warga asing datang ke indonesia tp tidak terdeteksi virus di bandara,why?",0
2020-03-03T21:12:39Z,@jacobrothschild4450,selamat datang era black death..!!,0
2020-03-03T21:05:22Z,@bimakndg5025,Bunuh mati aja dong yang sakit corona itu biar gak nyebar :(,0
2020-03-03T21:03:12Z,@jendizean2585,"Kita percaya takdir dari Alloh, jadi kita pasrahkan semua masalah corona kepadaNya. Yg penting kita ttp waspada. Sambil menunggu vaksinnya dn mdh2an aja gg serumit vaksin hiv aids.",0
2020-03-03T21:02:34Z,@nindapratika486,"Jagan terlalu khawatir dan stres  yg berlebihan , jaga kesehatan dan kebersihan banyak berdoa , karena kalo stres imun kekebalan tubuh ikut melemah juga , postif semoga gejala ini tidak meluas dan segera cepat selesai",0
2020-03-03T20:59:46Z,@ADOLFHITLERSTMBA,VIRUS KORONA TERNYATA SUDAH BERDANSA DANSA DI INDONESIA. HADUH KIRAIN KATANYA BERSIH DARI KORONA INDO,0
2020-03-03T20:47:03Z,@syahrulrespect521,JADI CURIGA.<br>itu beneran orang indo apa Indo KTP doang,0
2020-03-03T20:36:28Z,@quran-thetruth1308,ga mungkin kalo di indonesia ga ada,0
2020-03-03T20:25:48Z,@bayusiswanto4251,WN negara jepang memiliki riwayat bepergian ke jepang. Ini apaan maksudnya min -_-,0
2020-03-03T20:24:40Z,@daffafafrizal9905,Lokasinya saat itu ada di Jakarta,0
2020-03-03T20:13:35Z,@ajokaf3473,Itu lah nama kelalain .sebaik nya hindari kontak langsung dengan warga negara asing .siapa pun orang nya tampa terkecuali..kalau anda hiba pada bangsa sendiri.kerena virus corona pasti datang dari luar......,0
2020-03-03T20:13:05Z,@blacksheep1069,Jangan keluar rumah kalau tak ada urusan..<br>Pakai masker <br>Jgn pergi ke tmpt ramai orang <br>Kalau rasa tidak sihat terus ke hospital untuk pemeriksaan,0
2020-03-03T20:11:10Z,@aamoyt735,Semoga sebelum musim mudik lebaran.virus ini sudah dapat diaatasi.biar gak nyebar.amin,0
2020-03-03T20:06:03Z,@yunusajah3568,Asikk.. Corona udah ada di Indonesia 😁💖🤒🤕🤧🤐😵😥😬😈<br>👇  yg gasuka like ya..,2
2020-03-03T19:58:37Z,@olysharf4541,"bentar, tanya beneran nih saya, kan si orang jepang ini waktu mau check out dari indonesia selama perjalanan dia pasti berhubungan dengan beberapa orang dong di perjalanan, entah itu petugas bandara, supir taksi atau transportasi yang ia tumpangi, atau penumpang lain yang duduk berdekatan dengan dia, penasaran saya",0
2020-03-03T19:50:31Z,@anasshitsuke904,Gue kira virus ini sdh selesai,0
2020-03-03T19:38:49Z,@agusgunawan1917,Allahu akbar.  Maha besar allah swt.,0
2020-03-03T19:38:41Z,@takrexmusic8339,Hidup... Jodoh... Rizki... Dan mati...  Sudah tergaris sejak ruh di tiup dalam kandungan... Jangan takut mas/mba... Adek/kakak...<br>Jangan pernah tinggalkan solat insya Allah . Virus pun enggan menyentuh kulit kita... Ayo sodara2 jangan pada takut... Ayo kita sama2 perbanyak amal dan ibadah kita... Hanya Allah yg dapat menghidup dn matikan sgla makhluk hidup,0
2020-03-03T19:34:48Z,@Gaara____,"Jauh2 dari bengkulu, merantau kejawa(depok). Eh dapat kabar daera depok ada yg terinfeksi corona-.-||",0
2020-03-03T19:30:59Z,@junetsaputra5086,"Jangan ada trapeling dululah keluar dan masuk di indonesia dari negara manapun, mau mati kita semua??????  Orang yg sudah terjangkit juga blm tentu langsung bisa ke deteksi, bisa saja virus nya baru setelah masuk ke indonesia baru berkembang virus ditubuh nya....<br><br>Itu kan yg di depok kok bisa kita kebobolan , gimana ini pemerintah... apa harus nunggu banyak korban yg berjatuhan dulu?,  walaupun perkembangan ekonomi kita merosot tapi kan kita masih bisa bertahan hidup di negara kita ini, daripada kita mampus semua...",0
2020-03-03T19:15:38Z,@ogituya4908,KURUNG SEMUA WARGA DEPOK. JANGAN BIARKAN VIRUS MENYEBAR !!! TUTUP SEMUA JALAN DIDEPOK. CEGAH VIRUS CORONA,0
2020-03-04T03:24:15Z,@roseliamia5240,"Wow, just wow.",0
2020-03-03T19:15:04Z,@danielfabio2230,Muka terorisnya mana?,0
2020-03-03T19:11:41Z,@arlytremonty8873,"JAMU MADU LAMBUNG khusus maag,  gerd,  anxiety, asam lambung dan masalah pencernaan lain..insya allah sembuh.resep warisan timur tengah sesuai syariat, kirim via expedisi,100% halal dan amanah,,telah terbukti,  stok terbatas..Tersedia juga pengobatan terapi nya..terbuat dari beberapa bahan alami + royal jelly dan kurma 081383075199",0
2020-03-03T19:11:32Z,@ernindyta6037,Bukan kah dokter yang memeriksanya otomatis juga mengalami kontak langsung dengan korban . Dan dokter tersebut masih memeriksa orang sakit lainya yang jelas imunnya sedang lemah.,0
2020-03-03T19:02:22Z,@supremeintruder,Indonesia hampir dapet rekor sebagai negara yang dekat cina yang ga terdapat kasus corona<br>Ehhh 2 orang ngeselin ini pengen gua injek injek<br>Semoga 2 korban nya bukan mendapat prihatin tapi mendapat malu karena hanya mereka berdua dari 220 juta lebih wni yang kerasuka virus cina,1
2020-03-03T19:01:56Z,@ceritainaja9011,"Dear petugas medis : kalian pas sekolah serius gak sih? Apa sekolahmu cuma ngarep buat dapet kerjaan doang ? Tolong lebih profesional dalam mendiagnosa, terutama pada waktu2 tertentu saat terdapat wabah virus. Tingkatkan rasa kewaspadaan dan kecurigaan untuk mendiagnosa itu penting. Sorry gue harus ngomong keras begini buat tamparan bagi kalian, karena kerjaan kalian menyangkut keselamatan seluruh masyarakat diluar sana. Sekali lagi tingkatkan profesionalitas kalian !!!",0
2020-03-03T18:59:30Z,@ZikriatulMahmudah115082z,"Kenapa kok harus takut dgn corona,  seharusnya kita takut kepada Dzat yg mnciptakan segalannya di bumi dan di. Langit,,takut kpada sang Maha yg mnciptakan virus, maka brtaubatlah,  mari kita saling mngingatkan, dalam hal yg baik..prbnyaklah mohon ampun kpd Allah, minta prtolongan kpd Allah agar trhindar dr wabah pnyakit ini,, segala sesuatu itu trjadi atas izin Allah, Virus itu hnya sentilan kecil dari Allah.. Mohon ampun selalu kpd Mu yaa Rabb 😢😢",0
2020-03-03T18:57:11Z,@sandropurbachannel1453,Sepertinya masih kurangnya keanhlian teknologi utk mengaknosa virus covid19 di rumah sakit/dokter di negara kita ini.,0
2020-03-03T18:44:25Z,@owldaniel6196,Warga negara jepang pernah melakukan perjalanan ke jepang.,0
2020-03-03T18:33:41Z,@Akhess,Kalau sekiranya akan banyak memakan korban dan menyebar luas .<br>Solusi nya <br>1. Pulangkan WNA.<br>2. Bali obatnya yang sekarang ad <br>Kalau ngak punya uang patungan rakyat indonesia akan bantu .<br>3. Alternatif terakhir bunuh aja ke 2 orang tersebut .,0
2020-03-03T18:26:21Z,@RCbustruckcomunity,Tenang aja udh ada penangkal nya👍,0
2020-03-03T18:20:03Z,@AgungSetiawan-yc1hd,Mana yang kemarin main banjir2an nantang korona,0
2020-03-03T18:18:18Z,@bagirsyah,Turunkan harga masker,0
2020-03-03T18:16:25Z,@BELA_NEWS,"Yg penting hidup higienis, banyak makan jahe, dan selalu ikhlas memberi pd orang miskin, saya jamin virus corona menjauh!!",0
2020-03-03T18:13:35Z,@123Attack,HADEHH .....SEMAKIN LARUT INI VIRUS CORONA&quot;,0
2020-03-03T18:12:20Z,@santiamanda8585,"Kata ramalan Roy 2020, waspada, dan jaga kesehatan Karna tahun ini katanya banyak penyakit2 aneh, Dadakan ..",0
2020-03-03T18:11:05Z,@adittama8755,Payah kok bisa ga langsung terdeteksi di rs,0
2020-03-03T18:10:20Z,@aizetteru,"<b>AKIBAT MAKSIAT, MAKAN MASIH PAKE GABAH AE PAKE DANSA SEGALA</b>",0
2020-03-03T18:06:37Z,@adievampire8226,Kyak film korea aja lagi  versi nyata nya ini.,0
2020-03-03T18:03:56Z,@tonyofficial2512,Jgn pada Takut ..,0
2020-03-03T17:57:19Z,@rilosempani3839,"Rumah Sakit Sekelas Mitra Keluarga, bertipe B, bisa salah diangnosis yaa... Gw gatau apakah dokter nya kurang berkompeten, atau memang kita tidak punya alat deteksi.... <br>Tapi aneh juga yakan org indo 250juta jiwa tidak ada satupun yg terinfeksi.. <br>Dan ketahuannya dr RS negara tetangga... Miris aja nonton ini😢",1
2020-03-03T17:55:31Z,@ekosaputra4440,Gk usah terlalu panik klo kta mentri santuy aja... Ntr juga mati sendiri,0
2020-03-03T17:53:14Z,@30pluschannel41,Saya ada tips juga terkait corona bisa disimak😅,1
2020-03-03T17:50:57Z,@suzannarizki2629,YG SUMBER NYA DARI CHINA...TKA HARUS DIPERIKSA. ..<br>KOK MALAH JEPANG YG DISOROT  KENCANG...<br>MENGAPA TIDAK DICHINA YG DISOROT. ..APA  MEDIA BUNGKAM? ????!,1
2020-03-05T09:37:55Z,@firmanalfian674,Apasih,0
2020-03-03T17:43:44Z,@Asirachannel1,"Mungkin yang terdeteksi hanya 2 orang,tapi diluar sana pasti masih banyak yang kena tapi blm di ketahui ...",10
2020-03-07T19:16:27Z,@alvincahlinggo2255,"Mungkin aja, atau sudah terdeteksi tapi tidak diberitakan, karena yang 2 itu juga yang ngasih tahu orang Malaysia.",0
2020-03-30T12:32:50Z,@rajesizanaghi5216,tepat sekali perediksi a da kak. dan skrang sudab 1414 kasus setelah 3 minggu dari kabar 2 orang tersebut.,0
2020-03-30T12:35:14Z,@Asirachannel1,@@rajesizanaghi5216 iyaa 😥,0
2021-03-03T04:25:14Z,@ivandripratama6990,P <br>Dari masa depan nih udh 1jt++,0
2021-06-05T19:47:03Z,@EgarA08,Ini aja hampir 2 juta<br>Salam dari masa depaaann,0
2020-03-03T17:38:35Z,@riar7754,"Corona ini termasuk virus baru yg susah dikenali untuk diagnosa awal krna penyakitnya tergolong ke sistem pernapasan, makanya di berita dijelaskan diagnosa awal bronkitis even vaksin di indo sendiri yg tersedia hanya untuk menangani pneumoni dan belum bisa dikatakan mampu mencegah virus corona, standar rumah sakit di indonesia (khususnya di beberapa daerah) masih kurang memenuhi untuk menangani pasien corona makanya dirujuk ke beberapa rumah sakit terpilih untuk ditangani. Dari kasus ditemukannya pasien corona ini, indonesia masih belum siap untuk menghadapi korona, saya harap pemerintah lebih aware terhadap fasilitas dan layanan (masker aja langka) di rumah sakit serta pemberitahuan mengenai standar prosedur ke berbagai rumah sakit yg ada di indonesia khususnya rumah sakit daerah",0
2020-03-03T17:36:35Z,@pladimirudin3117,Tembak aja orang jepang tuh ribet banget,0
2020-03-03T17:30:26Z,@Timmunnews,TANGERANG HADIR,0
2020-03-03T17:24:58Z,@adikaselilo4731,kangen kak mayfree di net:(((,1
2020-03-03T17:20:37Z,@nkrihargamati4084,"JANGAN JANGAN SELAMA INI EMANG UDAH BANYAK YANG KENAK KORONA TAPI DIDIAGNOSIS DOKTER INDONESIA BRONKITIS, INILAH ITULAH. DAN YANG HARUS WAJIB DILAKUIN PEMERINTAH, STOP WNA KE INDONESIA!  STOP!!!!!  <br>JANGAN REMEHKAN VIRUS INI!",268
2020-03-05T13:53:53Z,@ahmedkareemramadhan6000,You know what? Over 45.000 people being recovered from this Virus and only 3.000 people died of this virus,2
2020-03-06T08:07:40Z,@Waaz732,@@ahmedkareemramadhan6000 Where did you get those numbers?,2
2020-03-06T08:18:53Z,@ahmedkareemramadhan6000,@@Waaz732 well <b>it&#39;s complicated</b>,1
2020-03-06T11:37:57Z,@furendorizaki6819,@@ahmedkareemramadhan6000 well 3000 died means the virus is deadly.<br>Do you want you or ur family are in that 3000 victims?,6
2020-03-06T14:35:36Z,@ardenthaclara,bener! stop! arab aja bisa stop masak indonesia engga! kzl kan,5
2020-03-03T17:13:42Z,@luthfiardiansyah6181,AWAS KAU JEROME POLIN SUDAH BAWA TEMEN2 KAU DARI JEPANG,0
2020-03-04T04:07:43Z,@storywakita6608,Aaapadah,0
2020-03-03T17:11:26Z,@ainicellovia1688,"Bertele2, nilai presentasi saat kuliah pasti jelek, atau terkena sindrom SKS",0
2020-03-03T17:11:15Z,@Fajar-dh8hr,Indonesia GK BLH ikut ikutan hasil tes dari Malaysia negara endemik..<br>Saat PD tanggal 14 Februari si Jepang masih sehat di Indonesia ..setelah itu si Jepang berada di Malaysia mulai tanggal 15 Februari sampai di nyatakan terinfeksi Corona pada tgl 28 Februari oleh Malaysia ..ada jeda waktu 15 s/d 27 = 12 hari di Malaysia..nah kita GK tahu apa yg di lakukan Jepang di Malaysia negara endemik..iyakan bisa saja dia tertular di Malaysia ketika di bandara Malaysia..<br><br>Pasien Indonesia sakit PD tgl 16 Februari dan di nyatakan bronkitis..hingga tgl 28 si pasien mndpt kbr dari si Jepang kena Corona sehingga pasien ini pindah rumah sakit dan menceritakan kronologi dua telah bertemu Jepang yg positif Corona..selanjutnya di lakukan uji lab di setelah itu Bru di nyatakan Corona ..apa ini GK ikut ikutan dg Malaysia ..awas z salah diagnosa ..<br><br>Kita lht si pasien apakah dia semakin membaik ..jika iya brrti salah diagnosa..Krn kebanyakan yg kena Corona bisa koit..<br><br>Jika memang yakin korona tolong dong media penularannya apa z..kbrnya lwt udara dan air bersin dan liur si pasien ya..berrti bisa hinggap di makanan dan air minum yg terpapar Corona jg dong jika kena bersin Corona...bahkan LBH besar dari pada udara krna klo makanan dan air langsung di cerna tubuh..masker dan baju Anti Corona 100 persen bukan perisai ...,0
2020-03-03T17:09:25Z,@novarekaarta2820,Ngeri..<br>Mampir di chennelku biar gak kena virud corona🤣,0
2020-03-03T17:04:50Z,@fandialdiansyah8698,Masker Langka.,0
2020-03-03T17:03:59Z,@Gleanpoedja,Hati Hati ya kawan....<br>Jaga kesehatan tubuh masing².<br><br>Jangan bully orang lain.. karna kapan saja bisa bisa anda sendiri yg terkena virus corona.,0
2020-03-03T16:55:30Z,@nurtasyawalia6750,"Sebenarnya ini yg harus dicegah, lagi merabaknya virus corona WNA jangan dlu dibolehin untuk dateng kesuatu negara baik indonesia ataupun negara lainnya. Virusnya emang gk keliatan tapi secara gak langsung dengan masuknya WNA ke suatu negara virus tersebut pasti bakal nyebar dan gejalanya gak mungkin langsung dateng begitu saja.",0
2020-03-03T16:55:03Z,@rh.editor4296,Pesta..  Berapa org..???  Otomatis tidaklah menjadi kemungkinan diantara mereka yg berpesta...  Sekian orang itu di hinggapi corona.  Bila mana....  Orang yg pesta bubar...  Bertemu keluwarga dan rekan???  Semoga tidak merebak,0
2020-03-03T16:54:42Z,@aryaarrazyanwar7224,"Pliss!!LARANG KERAS orang luar untuk MASUK ke indo,baik yg positif maupun negatif!!",133
2020-03-06T14:11:07Z,@agusmahaputra5774,"rumit borr, indonesia maju juga dri kunjungan pariwisata, banyak tamu masuk hotel karyawan dapet gaji. Skrg tamu distop hotel sepi karyawan diliburkan gadapet gaji ekonomi lemah bahan&quot; naik..<br>smoga aman kembali dah indonesiaku",6
2020-03-07T17:40:33Z,@aryaarrazyanwar7224,@@agusmahaputra5774 hmm bener juga si,2
2020-03-19T02:56:01Z,@desty3142,Auto miskin ntr dia jdi nyh gk mo tutup,1
2020-03-26T03:02:26Z,@nbtutor,"@@agusmahaputra5774 parawisata apanya broe, cuma menguntungkang sebelah pihak merugikan pihak yg lain, lu tw diindonesia bnyak petani lu takut kelaperan?? Ada² aja lu.",3
2020-03-26T06:18:56Z,@ridwanridwan2587,Setuju,1
2020-03-03T16:49:29Z,@rinaswibaaldino8398,Buat lo yg udh nyakitin gue waktu smp ..... !!!,1
2020-03-04T04:06:29Z,@storywakita6608,???🤣,1
2020-03-03T16:42:01Z,@pitermillano1126,hoax,0
2020-03-03T16:41:34Z,@sabilaalya5839,Dokter yg tangani pertama harus di cek jg tuh terpapar ga dia,0
2020-03-03T16:40:26Z,@oneheart7712,"Harus kena dong Indonesia,gak enak dengan negara lain...",0
2020-03-03T16:40:19Z,@reisyah6762,"Harus bener2 ditelusuri tempat2 yang pernah disinggahi dan orang2 yang pernah berapapasan dgn orang jepang itu,begitu juga sebaikny terhadap org Indonesia, mereka sempat berobat, telusuri RS dan dokter yg mendiagnosa",0
2020-03-03T16:39:26Z,@trivenalatuny5817,Yang saya sayangkan ialah diagnosa dokter pda saat kedua pasien pertama berobat. Dokter belum peka/mampu mengdiagnosis bahwa itu gejala covid-19. Smg kedepannya dokter2 lebih mampu mengdiagnosis dgn baik dan warga Depok maupun Indonesia aman. Amin,0
2020-03-03T16:38:31Z,@perichannel6887,Semoga virus corona di indonesia cuma numpang ngopi doang aminnn,0
2020-03-03T16:36:24Z,@chandraanugrah9165,Yes libur sekolah,0
2020-03-03T16:33:57Z,@ALENAYA150,Uji lab itu pasti mahal kalian yg kena gejala demam pasti minum tolak angin aja,0
2020-03-03T16:33:31Z,@leggoletsgo4405,Corona detected in china<br>Indonesian : Alhamdullilah Azab<br>Corona Detected in Indonesia<br>Chinese : Alhamdullilah Azab,50
2020-03-05T13:45:05Z,@ahmedkareemramadhan6000,Azab Trooss,1
2020-03-05T13:48:44Z,@miminmintarsih1610,bacot,0
2020-03-05T14:12:05Z,@Sacatonic,Bagoess,0
2020-03-06T02:06:16Z,@gemer2214,Bacot Lo,0
2020-03-06T02:26:32Z,@SiPalingKerjaa,True,0
2020-03-03T16:32:12Z,@andriputra6955,Symptomps nongol antara 2 dan 3 hari?? 14 ke 16... 14 ke 17... cepat sekali inkubasinya... saya rasa mereka sudah terinfeksi sebelumnya... apa mereka pernah saling bertemu 10 atau 14 hari sebelumnya??,0
2020-03-03T16:29:50Z,@romzyalfalah6413,"Dulu aja ngomong nya indonesia kebal korona, jangankan korona influenza aja bla bla bla gitu lah.... skrng aja mau ngmong apa",0
2020-03-03T16:23:59Z,@artsiir340,WNI x jepang&#39;s?? <i>&quot;i knew it&quot;</i>,0
2020-03-03T16:22:56Z,@andizulkifli115,14 Februari.<br>Hari Zina Dunia.<br>Inilah salah satu azab dari Allah atas semua maksiat yang dilakukan. Segeralah bertaubat kawan. 😁,11
2020-04-12T12:07:02Z,@ninjahitam1662,Iya kawan ane sadar sekarang makasih ☺️👍,0
2020-03-03T16:14:54Z,@hendriansyahhendri2673,"Gatau knpa gua ga tertarik sm berita virus colorna, gua lebih merinding liat saudara muslim india dibantai habis2an oleh para dajjal2 india. Imbasnya stiap liat tv ada india2nya jd males...",0
2020-03-03T16:14:30Z,@CXXFilms,"Di twitter beda lagi ceritanya, katanya ga kenal sama wn jepangnya",0
